Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  [41] MemWrapper::getMinArriveTime(std::vector<long, std::allocator<long> > const&) [44] std::_Function_base::_Base_manager<ramulator::DDR3::init_lambda()::{lambda(ramulator::DRAM<ramulator::DDR3>*, int)#12}>::_M_manager(std::_Any_data&, std::_Function_base::_Base_manager<ramulator::DDR3::init_lambda()::{lambda(ramulator::DRAM<ramulator::DDR3>*, int)#12}> const&, std::_Manager_operation) [167] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::ALDRAM::Speed>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::ALDRAM::Speed> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::ALDRAM::Speed> > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::ALDRAM::Speed> >*)
 [226] MemWrapper::setNewStartVertex(int) [176] std::_Function_base::_Base_manager<ramulator::DDR3::init_prereq()::{lambda(ramulator::DRAM<ramulator::DDR3>*, ramulator::DDR3::Command, int)#2}>::_M_manager(std::_Any_data&, std::_Function_base::_Base_manager<ramulator::DDR3::init_prereq()::{lambda(ramulator::DRAM<ramulator::DDR3>*, ramulator::DDR3::Command, int)#2}> const&, std::_Manager_operation) [153] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::LPDDR3::Org>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::LPDDR3::Org> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::LPDDR3::Org> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
 [227] MemWrapper::ramInit(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [177] std::_Function_base::_Base_manager<ramulator::DDR3::init_prereq()::{lambda(ramulator::DRAM<ramulator::DDR3>*, ramulator::DDR3::Command, int)#1}>::_M_manager(std::_Any_data&, std::_Function_base::_Base_manager<ramulator::DDR3::init_prereq()::{lambda(ramulator::DRAM<ramulator::DDR3>*, ramulator::DDR3::Command, int)#1}> const&, std::_Manager_operation) [168] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::LPDDR3::Org>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::LPDDR3::Org> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::LPDDR3::Org> > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::LPDDR3::Org> >*)
   [3] void MemWrapper::run_acc<ramulator::DDR3>(ramulator::Config const&, ramulator::Memory<ramulator::DDR3, ramulator::Controller>&) [178] std::_Function_base::_Base_manager<ramulator::DDR3::init_rowhit()::{lambda(ramulator::DRAM<ramulator::DDR3>*, ramulator::DDR3::Command, int)#1}>::_M_manager(std::_Any_data&, std::_Function_base::_Base_manager<ramulator::DDR3::init_rowhit()::{lambda(ramulator::DRAM<ramulator::DDR3>*, ramulator::DDR3::Command, int)#1}> const&, std::_Manager_operation) [262] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::LPDDR3::Speed>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::LPDDR3::Speed> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::LPDDR3::Speed> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
 [228] MemWrapper::dumpDepth(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [179] std::_Function_base::_Base_manager<ramulator::DDR3::init_rowopen()::{lambda(ramulator::DRAM<ramulator::DDR3>*, ramulator::DDR3::Command, int)#1}>::_M_manager(std::_Any_data&, std::_Function_base::_Base_manager<ramulator::DDR3::init_rowopen()::{lambda(ramulator::DRAM<ramulator::DDR3>*, ramulator::DDR3::Command, int)#1}> const&, std::_Manager_operation) [184] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::LPDDR3::Speed>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::LPDDR3::Speed> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::LPDDR3::Speed> > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::LPDDR3::Speed> >*)
  [45] MemWrapper::getMemReq(ramulator::Request&) [65] std::_Deque_iterator<long, long&, long*>::operator+=(long) [263] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::LPDDR4::Org>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::LPDDR4::Org> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::LPDDR4::Org> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
 [229] MemWrapper::loadGraph(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [31] std::_Function_handler<ramulator::DDR3::Command (ramulator::DRAM<ramulator::DDR3>*, ramulator::DDR3::Command, int), ramulator::DDR3::init_prereq()::{lambda(ramulator::DRAM<ramulator::DDR3>*, ramulator::DDR3::Command, int)#2}>::_M_invoke(std::_Any_data const&, ramulator::DRAM<ramulator::DDR3>*&&, ramulator::DDR3::Command&&, int&&) [185] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::LPDDR4::Org>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::LPDDR4::Org> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::LPDDR4::Org> > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::LPDDR4::Org> >*)
   [4] void MemWrapper::start_run<ramulator::DDR3>(ramulator::Config const&, ramulator::DDR3*, std::vector<char const*, std::allocator<char const*> > const&) [106] std::_Function_handler<ramulator::DDR3::Command (ramulator::DRAM<ramulator::DDR3>*, ramulator::DDR3::Command, int), ramulator::DDR3::init_prereq()::{lambda(ramulator::DRAM<ramulator::DDR3>*, ramulator::DDR3::Command, int)#3}>::_M_invoke(std::_Any_data const&, ramulator::DRAM<ramulator::DDR3>*&&, ramulator::DDR3::Command&&, int&&) [264] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::LPDDR4::Speed>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::LPDDR4::Speed> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::LPDDR4::Speed> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
 [230] MemWrapper::MemWrapper(sc_core::sc_module_name, double, double, int, char**) [32] std::_Function_handler<ramulator::DDR3::Command (ramulator::DRAM<ramulator::DDR3>*, ramulator::DDR3::Command, int), ramulator::DDR3::init_prereq()::{lambda(ramulator::DRAM<ramulator::DDR3>*, ramulator::DDR3::Command, int)#1}>::_M_invoke(std::_Any_data const&, ramulator::DRAM<ramulator::DDR3>*&&, ramulator::DDR3::Command&&, int&&) [186] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::LPDDR4::Speed>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::LPDDR4::Speed> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::LPDDR4::Speed> > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::LPDDR4::Speed> >*)
 [231] GL::cfgBfsParam(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [12] std::_Function_handler<std::_List_iterator<ramulator::Request> (std::_List_iterator<ramulator::Request>, std::_List_iterator<ramulator::Request>), ramulator::Scheduler<ramulator::DDR3>::compare::{lambda(std::_List_iterator<ramulator::Request>, std::_List_iterator<ramulator::Request>)#2}>::_M_invoke(std::_Any_data const&, std::_List_iterator<ramulator::Request>&&, std::_Any_data const) [265] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::Memory<ramulator::DDR3, ramulator::Controller>::Translation>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::Memory<ramulator::DDR3, ramulator::Controller>::Translation> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::Memory<ramulator::DDR3, ramulator::Controller>::Translation> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  [89] GL::getBurstIdx()       [6] std::_Function_handler<std::_List_iterator<ramulator::Request> (std::_List_iterator<ramulator::Request>, std::_List_iterator<ramulator::Request>), ramulator::Scheduler<ramulator::DDR3>::compare::{lambda(std::_List_iterator<ramulator::Request>, std::_List_iterator<ramulator::Request>)#4}>::_M_invoke(std::_Any_data const&, std::_List_iterator<ramulator::Request>&&, std::_Any_data const) [187] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::Memory<ramulator::DDR3, ramulator::Controller>::Translation>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::Memory<ramulator::DDR3, ramulator::Controller>::Translation> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::Memory<ramulator::DDR3, ramulator::Controller>::Translation> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::Memory<ramulator::DDR3, ramulator::Controller>::Translation> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  [10] pe::getMemResp()       [68] std::_Function_handler<std::vector<int, std::allocator<int> > (ramulator::DDR3::Command), ramulator::RowPolicy<ramulator::DDR3>::policy::{lambda(ramulator::DDR3::Command)#2}>::_M_invoke(std::_Any_data const&, ramulator::DDR3::Command&&) [144] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::TLDRAM::Org>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::TLDRAM::Org> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::TLDRAM::Org> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  [21] pe::frontierAnalysis() [64] std::_Function_handler<bool (ramulator::DRAM<ramulator::DDR3>*, ramulator::DDR3::Command, int), ramulator::DDR3::init_rowhit()::{lambda(ramulator::DRAM<ramulator::DDR3>*, ramulator::DDR3::Command, int)#1}>::_M_invoke(std::_Any_data const&, ramulator::DRAM<ramulator::DDR3>*&&, ramulator::DDR3::Command&&, int&&) [160] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::TLDRAM::Org>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::TLDRAM::Org> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::TLDRAM::Org> > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::TLDRAM::Org> >*)
 [102] pe::createReadBurstReq(ramulator::Request::Type, PortType, long, int) [clone .constprop.247] [77] std::_Function_handler<bool (ramulator::DRAM<ramulator::DDR3>*, ramulator::DDR3::Command, int), ramulator::DDR3::init_rowopen()::{lambda(ramulator::DRAM<ramulator::DDR3>*, ramulator::DDR3::Command, int)#1}>::_M_invoke(std::_Any_data const&, ramulator::DRAM<ramulator::DDR3>*&&, ramulator::DDR3::Command&&, int&&) [139] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::TLDRAM::Speed>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::TLDRAM::Speed> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::TLDRAM::Speed> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
   [8] pe::isEndOfBfsIteration() [154] std::_Function_handler<void (ramulator::DRAM<ramulator::DDR3>*, int), ramulator::DDR3::init_lambda()::{lambda(ramulator::DRAM<ramulator::DDR3>*, int)#2}>::_M_invoke(std::_Any_data const&, ramulator::DRAM<ramulator::DDR3>*&&, int&&) [169] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::TLDRAM::Speed>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::TLDRAM::Speed> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::TLDRAM::Speed> > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::TLDRAM::Speed> >*)
